Region,Station,Date,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Latitude,Longitude
Central,Pasir Panjang,23/07/2020,2.8,1.8,1.8,2.0,27.9,29.4,25.9,16.8,40.7,1.2824,103.7545
Central,Pasir Panjang,24/07/2020,0.2,0.2,0.2,0.2,28.1,30.0,26.7,14.2,40.7,1.2824,103.7545
Central,Pasir Panjang,25/07/2020,33.6,28.0,30.4,30.4,27.1,29.7,24.3,15.3,39.6,1.2824,103.7545
Central,Pasir Panjang,26/07/2020,0.6,0.4,0.6,0.6,28.1,30.6,26.0,13.0,35.9,1.2824,103.7545
Central,Pasir Panjang,27/07/2020,15.6,4.4,6.0,7.4,27.5,29.4,25.1,13.5,51.9,1.2824,103.7545
Central,Pasir Panjang,28/07/2020,0.6,0.6,0.6,0.6,28.6,30.2,27.2,12.0,40.0,1.2824,103.7545
Central,Pasir Panjang,29/07/2020,10.4,2.8,4.4,6.4,26.7,28.1,24.7,15.2,44.3,1.2824,103.7545
Central,Pasir Panjang,30/07/2020,0,0.0,0.0,0.0,28.5,31.5,26.4,14.9,35.2,1.2824,103.7545
Central,Pasir Panjang,31/07/2020,0.8,0.8,0.8,0.8,28.2,30.0,24.9,14.9,44.6,1.2824,103.7545
Central,Pasir Panjang,01/08/2020,0.8,0.6,0.6,0.6,27.8,31.4,26.0,24.1,64.1,1.2824,103.7545
Central,Pasir Panjang,02/08/2020,0,0.0,0.0,0.0,28.1,31.5,25.5,23.0,48.6,1.2824,103.7545
Central,Pasir Panjang,03/08/2020,8.8,8.6,8.6,8.6,28.0,31.4,26.2,19.8,45.4,1.2824,103.7545
Central,Pasir Panjang,04/08/2020,0,0.0,0.0,0.0,28.6,31.7,26.9,19.5,38.5,1.2824,103.7545
Central,Pasir Panjang,05/08/2020,17,9.2,13.2,15.4,29.1,31.4,25.1,15.7,66.7,1.2824,103.7545
Central,Pasir Panjang,06/08/2020,7.6,5.0,7.4,7.4,30.0,32.8,26.4,14.8,32.8,1.2824,103.7545
Central,Pasir Panjang,07/08/2020,8,4.4,4.4,4.4,27.6,28.8,25.8,15.3,43.2,1.2824,103.7545
Central,Pasir Panjang,08/08/2020,0,0.0,0.0,0.0,29.9,32.8,28.3,12.2,32.0,1.2824,103.7545
Central,Pasir Panjang,09/08/2020,0,0.0,0.0,0.0,28.5,30.7,26.9,10.3,32.8,1.2824,103.7545
Central,Pasir Panjang,10/08/2020,35,12.6,19.8,25.6,27.2,30.2,24.0,19.1,74.5,1.2824,103.7545
Central,Pasir Panjang,11/08/2020,2.2,0.8,1.2,1.2,26.8,29.0,24.6,9.1,37.0,1.2824,103.7545
Central,Pasir Panjang,12/08/2020,4.6,3.6,4.4,4.6,28.3,32.1,26.5,14.8,47.6,1.2824,103.7545
Central,Pasir Panjang,13/08/2020,6.2,2.8,4.0,5.4,28.6,31.7,25.5,13.5,43.9,1.2824,103.7545
Central,Pasir Panjang,14/08/2020,12.6,4.6,7.4,10.6,26.5,29.2,23.1,18.0,52.6,1.2824,103.7545
Central,Pasir Panjang,15/08/2020,0,0.0,0.0,0.0,28.1,30.5,25.8,16.3,43.9,1.2824,103.7545
Central,Pasir Panjang,16/08/2020,1.4,1.2,1.4,1.4,28.0,29.4,24.2,12.1,56.5,1.2824,103.7545
Central,Pasir Panjang,17/08/2020,65.4,24.0,27.2,31.2,27.2,30.5,24.0,16.5,45.4,1.2824,103.7545
Central,Pasir Panjang,18/08/2020,1.2,0.6,0.6,0.8,27.6,28.6,26.0,13.4,31.7,1.2824,103.7545
Central,Pasir Panjang,19/08/2020,0,0.0,0.0,0.0,28.4,30.3,26.3,15.1,43.5,1.2824,103.7545
Central,Pasir Panjang,20/08/2020,0.4,0.4,0.4,0.4,28.3,30.7,26.3,13.9,39.3,1.2824,103.7545
Central,Pasir Panjang,21/08/2020,0,0.0,0.0,0.0,29.5,32.1,28.0,12.3,45.0,1.2824,103.7545
Central,Pasir Panjang,22/08/2020,14.2,12.0,14.2,14.2,28.2,31.5,23.5,13.9,59.4,1.2824,103.7545
Central,Pasir Panjang,23/08/2020,12.4,6.2,7.2,10.6,26.3,28.1,23.8,16.5,33.2,1.2824,103.7545
Central,Pasir Panjang,24/08/2020,0.2,0.2,0.2,0.2,28.5,32.1,25.5,15.9,38.9,1.2824,103.7545
Central,Pasir Panjang,25/08/2020,0.2,0.2,0.2,0.2,28.1,30.3,27.1,14.0,31.3,1.2824,103.7545
Central,Pasir Panjang,26/08/2020,2.2,2.2,2.2,2.2,27.5,30.2,25.9,11.9,39.3,1.2824,103.7545
Central,Pasir Panjang,27/08/2020,0,0.0,0.0,0.0,28.1,30.0,27.2,12.1,42.0,1.2824,103.7545
Central,Pasir Panjang,28/08/2020,0.2,0.2,0.2,0.2,29.2,30.9,28.1,10.8,40.0,1.2824,103.7545
Central,Pasir Panjang,29/08/2020,6.2,3.6,4.4,4.8,27.9,29.9,26.3,12.4,33.2,1.2824,103.7545
Central,Pasir Panjang,30/08/2020,0,0.0,0.0,0.0,28.9,31.4,27.6,11.0,30.9,1.2824,103.7545
Central,Pasir Panjang,31/08/2020,0,0.0,0.0,0.0,29.3,31.4,28.1,10.8,40.0,1.2824,103.7545
Central,Pasir Panjang,01/09/2020,0.6,0.6,0.6,0.6,28.1,31.3,26.3,24.1,47.9,1.2824,103.7545
Central,Pasir Panjang,02/09/2020,8.6,6.8,6.8,6.8,26.7,29.9,24.0,25.6,68.8,1.2824,103.7545
Central,Pasir Panjang,03/09/2020,0,0.0,0.0,0.0,28.5,31.7,26.3,18.0,31.7,1.2824,103.7545
Central,Pasir Panjang,04/09/2020,0,0.0,0.0,0.0,29.3,33.0,26.7,19.9,46.9,1.2824,103.7545
Central,Pasir Panjang,05/09/2020,0,0.0,0.0,0.0,30.6,32.8,28.8,12.0,37.4,1.2824,103.7545
Central,Pasir Panjang,06/09/2020,0,0.0,0.0,0.0,30.4,32.7,28.9,11.3,30.9,1.2824,103.7545
Central,Pasir Panjang,07/09/2020,61.4,16.0,28.8,32.2,26.1,27.6,22.9,18.0,54.8,1.2824,103.7545
Central,Pasir Panjang,08/09/2020,0,0.0,0.0,0.0,29.9,32.7,28.6,11.8,29.4,1.2824,103.7545
Central,Pasir Panjang,09/09/2020,0,0.0,0.0,0.0,28.6,30.8,27.2,8.9,31.3,1.2824,103.7545
Central,Pasir Panjang,10/09/2020,0,0.0,0.0,0.0,28.1,28.8,26.9,13.0,48.5,1.2824,103.7545
Central,Pasir Panjang,11/09/2020,3.2,3.0,3.0,3.0,26.9,28.8,24.2,8.7,46.1,1.2824,103.7545
Central,Pasir Panjang,12/09/2020,19.4,16.4,17.2,17.2,27.9,32.2,24.9,9.6,34.6,1.2824,103.7545
Central,Pasir Panjang,13/09/2020,33.6,13.4,19.4,22.0,25.2,27.1,23.0,8.5,49.3,1.2824,103.7545
Central,Pasir Panjang,14/09/2020,33.4,28.2,31.8,33.0,25.9,28.6,23.3,8.1,38.5,1.2824,103.7545
Central,Pasir Panjang,15/09/2020,0,0.0,0.0,0.0,27.6,30.1,25.4,8.2,24.8,1.2824,103.7545
Central,Pasir Panjang,16/09/2020,8,2.0,3.0,4.6,26.8,29.0,22.6,13.1,88.5,1.2824,103.7545
Central,Pasir Panjang,17/09/2020,1.8,1.6,1.8,1.8,28.0,30.5,26.4,9.3,34.6,1.2824,103.7545
Central,Pasir Panjang,18/09/2020,0,0.2,1.8,1.8,28.9,31.5,26.7,10.2,29.1,1.2824,103.7545
Central,Pasir Panjang,19/09/2020,2,2.0,2.0,2.0,28.1,32.5,24.3,11.0,61.5,1.2824,103.7545
Central,Pasir Panjang,20/09/2020,0.2,0.2,0.2,0.2,29.2,32.5,27.8,9.0,24.1,1.2824,103.7545
Central,Pasir Panjang,21/09/2020,15.8,13.8,14.2,14.6,26.6,28.4,24.2,8.9,40.7,1.2824,103.7545
Central,Pasir Panjang,22/09/2020,0,0.0,0.0,0.0,27.9,30.2,26.4,9.6,30.6,1.2824,103.7545
Central,Pasir Panjang,23/09/2020,0,0.0,0.0,0.0,28.8,31.1,26.9,8.1,31.7,1.2824,103.7545
Central,Pasir Panjang,24/09/2020,3.6,3.6,3.6,3.6,28.3,30.3,24.6,12.7,67.6,1.2824,103.7545
Central,Pasir Panjang,25/09/2020,43.6,25.6,42.0,43.6,28.8,31.9,23.3,9.4,55.4,1.2824,103.7545
Central,Pasir Panjang,26/09/2020,48.2,25.2,47.2,70.2,25.9,27.9,22.9,14.5,41.5,1.2824,103.7545
Central,Pasir Panjang,27/09/2020,4.6,2.0,3.2,4.4,26.7,28.3,24.1,14.1,39.6,1.2824,103.7545
Central,Pasir Panjang,28/09/2020,0,0.0,0.0,0.0,28.5,31.2,27.3,9.8,35.0,1.2824,103.7545
Central,Pasir Panjang,29/09/2020,2,2.0,2.0,2.0,27.6,28.8,25.1,8.9,37.8,1.2824,103.7545
Central,Pasir Panjang,30/09/2020,6.8,5.8,5.8,5.8,28.0,31.2,25.6,8.4,39.6,1.2824,103.7545
Central,Pasir Panjang,01/10/2020,4.4,3.6,4.0,4.4,27.1,30.7,25.0,23.4,56.9,1.2824,103.7545
Central,Pasir Panjang,02/10/2020,11.6,8.8,8.8,8.8,26.7,30.3,23.7,20.9,56.5,1.2824,103.7545
Central,Pasir Panjang,03/10/2020,0,0.0,0.0,0.0,29.1,32.5,26.8,17.6,38.5,1.2824,103.7545
Central,Pasir Panjang,04/10/2020,0,0.0,0.0,0.0,29.3,32.0,26.7,18.9,35.2,1.2824,103.7545
Central,Pasir Panjang,05/10/2020,0,0.0,0.0,0.0,30.0,32.2,28.8,13.0,35.6,1.2824,103.7545
Central,Pasir Panjang,06/10/2020,0.4,0.4,0.4,0.4,30.0,32.4,27.7,11.9,42.8,1.2824,103.7545
Central,Pasir Panjang,07/10/2020,0,0.0,0.0,0.0,27.6,29.6,25.6,15.3,35.0,1.2824,103.7545
Central,Pasir Panjang,08/10/2020,0,0.0,0.0,0.0,30.0,32.7,28.6,11.6,33.9,1.2824,103.7545
Central,Pasir Panjang,09/10/2020,37.4,21.2,25.0,34.0,27.0,28.3,23.1,12.4,72.8,1.2824,103.7545
Central,Pasir Panjang,10/10/2020,8.4,5.6,7.4,8.2,27.9,29.1,23.2,12.2,87.4,1.2824,103.7545
Central,Pasir Panjang,11/10/2020,0,0.0,0.0,0.0,27.5,29.3,25.1,6.6,35.6,1.2824,103.7545
Central,Pasir Panjang,12/10/2020,0,0.0,0.0,0.0,27.6,31.3,25.5,10.6,36.7,1.2824,103.7545
Central,Pasir Panjang,13/10/2020,0,0.0,0.0,0.0,29.1,31.8,27.6,9.9,35.2,1.2824,103.7545
Central,Pasir Panjang,14/10/2020,3,2.6,2.8,3.0,28.9,31.0,24.9,9.0,73.5,1.2824,103.7545
Central,Pasir Panjang,15/10/2020,0.6,0.6,0.6,0.6,28.8,31.7,25.7,12.9,72.0,1.2824,103.7545
Central,Pasir Panjang,16/10/2020,0.4,0.4,0.4,0.4,29.0,32.1,25.7,9.8,71.7,1.2824,103.7545
Central,Pasir Panjang,17/10/2020,0,0.0,0.0,0.0,29.8,32.4,28.2,9.4,28.9,1.2824,103.7545
Central,Pasir Panjang,18/10/2020,0,0.0,0.0,0.0,28.6,31.0,25.1,9.4,26.3,1.2824,103.7545
Central,Pasir Panjang,19/10/2020,0.2,0.2,0.2,0.2,28.6,30.9,25.4,9.5,53.3,1.2824,103.7545
Central,Pasir Panjang,20/10/2020,0.8,0.6,0.6,0.6,28.4,30.2,27.1,7.0,34.3,1.2824,103.7545
Central,Pasir Panjang,21/10/2020,0.2,0.2,0.2,0.2,28.8,31.7,25.9,10.3,43.2,1.2824,103.7545
Central,Pasir Panjang,22/10/2020,8,2.0,3.2,4.6,27.3,29.5,23.6,18.8,70.6,1.2824,103.7545
Central,Pasir Panjang,23/10/2020,0,0.0,0.0,0.0,29.0,31.3,27.8,13.3,35.0,1.2824,103.7545
Central,Pasir Panjang,24/10/2020,13.8,13.4,13.8,13.8,28.0,29.5,24.2,7.0,30.9,1.2824,103.7545
Central,Pasir Panjang,25/10/2020,1.8,1.6,1.6,1.6,28.2,30.8,24.6,13.9,50.0,1.2824,103.7545
Central,Pasir Panjang,26/10/2020,6.2,2.6,2.8,3.0,27.7,29.2,24.9,11.0,65.9,1.2824,103.7545
Central,Pasir Panjang,27/10/2020,0,0.0,0.0,0.0,29.5,31.6,28.0,12.5,47.2,1.2824,103.7545
Central,Pasir Panjang,28/10/2020,2,2.0,2.0,2.0,28.3,29.5,26.0,7.6,29.4,1.2824,103.7545
Central,Pasir Panjang,29/10/2020,0,0.0,0.0,0.0,28.7,30.6,27.7,9.1,32.8,1.2824,103.7545
Central,Pasir Panjang,30/10/2020,0,0.0,0.0,0.0,28.9,31.6,26.7,8.4,23.7,1.2824,103.7545
Central,Pasir Panjang,31/10/2020,20.4,8.8,13.2,14.4,27.6,31.8,24.4,8.2,40.4,1.2824,103.7545
Central,Pasir Panjang,01/11/2020,0,0.0,0.0,0.0,28.1,30.8,25.6,22.7,40.3,1.2824,103.7545
Central,Pasir Panjang,02/11/2020,18.4,6.2,6.8,8.6,26.7,29.2,24.5,19.4,40.0,1.2824,103.7545
Central,Pasir Panjang,03/11/2020,6.2,6.2,6.2,6.2,28.8,32.2,26.4,21.6,46.1,1.2824,103.7545
Central,Pasir Panjang,04/11/2020,0,0.0,0.0,0.0,29.2,33.0,27.4,19.3,35.9,1.2824,103.7545
Central,Pasir Panjang,05/11/2020,2.6,2.4,2.4,2.4,29.4,31.2,26.4,13.8,35.6,1.2824,103.7545
Central,Pasir Panjang,06/11/2020,0,0.0,0.0,0.0,29.7,32.1,27.5,14.9,31.3,1.2824,103.7545
Central,Pasir Panjang,07/11/2020,1.4,0.6,0.8,0.8,28.2,29.2,25.5,13.3,32.4,1.2824,103.7545
Central,Pasir Panjang,08/11/2020,0,0.0,0.0,0.0,30.0,32.6,28.8,11.5,36.7,1.2824,103.7545
Central,Pasir Panjang,09/11/2020,21.4,16.4,17.4,18.8,27.7,30.3,24.3,9.0,46.9,1.2824,103.7545
Central,Pasir Panjang,10/11/2020,2,1.2,1.6,1.8,27.6,30.1,24.5,15.0,77.4,1.2824,103.7545
Central,Pasir Panjang,11/11/2020,0,0.0,0.0,0.0,28.7,30.8,26.6,8.4,26.3,1.2824,103.7545
Central,Pasir Panjang,12/11/2020,0,0.0,0.0,0.0,28.0,30.5,25.7,12.9,53.0,1.2824,103.7545
Central,Pasir Panjang,13/11/2020,9.2,9.0,9.2,9.2,29.3,32.8,27.4,9.3,34.3,1.2824,103.7545
Central,Pasir Panjang,14/11/2020,4.4,4.4,4.4,4.4,28.5,31.6,26.4,8.4,27.8,1.2824,103.7545
Central,Pasir Panjang,15/11/2020,15.4,7.4,9.2,10.8,27.6,31.0,25.0,9.2,37.8,1.2824,103.7545
Central,Pasir Panjang,16/11/2020,6.2,2.2,4.0,5.6,28.1,32.3,25.0,12.3,41.5,1.2824,103.7545
Central,Pasir Panjang,17/11/2020,0,0.0,0.0,0.0,27.4,31.1,26.1,8.2,37.8,1.2824,103.7545
Central,Pasir Panjang,18/11/2020,0,0.0,0.0,0.0,28.1,31.4,25.6,8.5,21.7,1.2824,103.7545
Central,Pasir Panjang,19/11/2020,15,10.0,10.0,10.0,27.7,30.7,25.0,7.7,38.9,1.2824,103.7545
Central,Pasir Panjang,20/11/2020,12.2,11.8,11.8,11.8,27.6,31.3,24.7,7.5,68.0,1.2824,103.7545
Central,Pasir Panjang,21/11/2020,49.4,29.0,39.4,40.6,26.5,30.8,23.5,9.1,37.0,1.2824,103.7545
Central,Pasir Panjang,22/11/2020,13.2,8.6,10.4,11.2,26.4,30.5,23.8,9.1,53.7,1.2824,103.7545
Central,Pasir Panjang,23/11/2020,31,13.0,21.4,29.8,25.9,28.7,23.2,9.5,48.9,1.2824,103.7545
Central,Pasir Panjang,24/11/2020,0.2,0.2,0.2,0.2,26.1,27.9,25.2,9.4,25.6,1.2824,103.7545
Central,Pasir Panjang,25/11/2020,0,0.0,0.0,0.0,26.6,29.5,24.8,8.0,22.0,1.2824,103.7545
Central,Pasir Panjang,26/11/2020,2.2,0.6,1.0,1.8,26.3,27.6,25.6,7.4,18.7,1.2824,103.7545
Central,Pasir Panjang,27/11/2020,0.2,0.2,0.2,0.2,27.7,30.5,25.6,7.7,20.9,1.2824,103.7545
Central,Pasir Panjang,28/11/2020,1.4,1.4,1.4,1.4,26.7,28.4,24.2,8.0,32.4,1.2824,103.7545
Central,Pasir Panjang,29/11/2020,0,0.0,0.0,0.0,27.9,30.8,25.4,9.9,25.9,1.2824,103.7545
Central,Pasir Panjang,30/11/2020,2.2,2.2,2.2,2.2,28.0,31.1,26.7,7.4,49.3,1.2824,103.7545
Central,Pasir Panjang,01/12/2020,22,21.2,21.8,21.8,27.4,30.9,22.8,19.8,56.9,1.2824,103.7545
Central,Pasir Panjang,02/12/2020,0.4,0.2,0.2,0.2,28.1,31.9,25.5,19.4,40.7,1.2824,103.7545
Central,Pasir Panjang,03/12/2020,0,0.0,0.0,0.0,29.1,33.4,26.6,24.8,52.6,1.2824,103.7545
Central,Pasir Panjang,04/12/2020,4.2,3.6,4.2,4.2,29.1,32.1,25.5,20.8,62.2,1.2824,103.7545
Central,Pasir Panjang,05/12/2020,0,0.0,0.0,0.0,30.4,32.6,29.1,13.2,34.6,1.2824,103.7545
Central,Pasir Panjang,06/12/2020,8.2,6.4,7.8,8.2,29.1,30.1,26.5,14.3,41.5,1.2824,103.7545
Central,Pasir Panjang,07/12/2020,5,5.0,5.0,5.0,28.5,30.4,25.1,12.5,44.6,1.2824,103.7545
Central,Pasir Panjang,08/12/2020,1.6,1.2,1.2,1.2,28.4,31.0,24.1,15.6,48.2,1.2824,103.7545
Central,Pasir Panjang,09/12/2020,11.2,4.0,5.8,7.0,26.6,28.4,24.5,8.4,43.2,1.2824,103.7545
Central,Pasir Panjang,10/12/2020,0,0.0,0.0,0.0,28.4,30.0,27.0,11.1,40.7,1.2824,103.7545
Central,Pasir Panjang,11/12/2020,0,0.0,0.0,0.0,29.9,33.4,28.0,11.2,29.1,1.2824,103.7545
Central,Pasir Panjang,12/12/2020,0.4,0.2,0.2,0.4,27.1,31.4,24.3,12.7,41.5,1.2824,103.7545
Central,Pasir Panjang,13/12/2020,0.6,0.4,0.6,0.6,27.5,30.5,24.4,12.2,38.2,1.2824,103.7545
Central,Pasir Panjang,14/12/2020,39.2,17.8,30.8,35.8,26.6,31.5,23.8,9.4,40.0,1.2824,103.7545
Central,Pasir Panjang,15/12/2020,29.6,15.2,15.8,28.8,26.3,31.4,24.0,8.4,56.1,1.2824,103.7545
Central,Pasir Panjang,16/12/2020,4.6,1.2,1.8,1.8,26.0,28.9,24.0,8.3,52.2,1.2824,103.7545
Central,Pasir Panjang,17/12/2020,28.2,24.6,27.6,28.0,26.1,30.3,22.9,9.2,58.3,1.2824,103.7545
Central,Pasir Panjang,18/12/2020,1,0.8,0.8,0.8,25.5,26.9,23.4,12.6,56.9,1.2824,103.7545
Central,Pasir Panjang,19/12/2020,0,0.0,0.0,0.0,26.4,29.3,24.2,12.3,28.2,1.2824,103.7545
Central,Pasir Panjang,20/12/2020,5.6,4.6,5.4,5.4,26.9,30.4,25.2,10.9,37.0,1.2824,103.7545
Central,Pasir Panjang,21/12/2020,0,0.0,0.0,0.0,27.2,30.8,25.3,9.1,31.3,1.2824,103.7545
Central,Pasir Panjang,22/12/2020,36.6,29.8,34.4,36.6,27.3,31.7,23.4,10.2,55.4,1.2824,103.7545
Central,Pasir Panjang,23/12/2020,0,0.0,0.0,0.0,27.7,30.8,25.6,9.2,30.9,1.2824,103.7545
Central,Pasir Panjang,24/12/2020,0.2,0.2,0.2,0.2,27.1,29.1,26.0,8.0,26.7,1.2824,103.7545
Central,Pasir Panjang,25/12/2020,0,0.0,0.0,0.0,28.4,31.7,26.2,8.7,31.7,1.2824,103.7545
Central,Pasir Panjang,26/12/2020,23,10.4,11.6,11.6,27.3,32.1,23.9,9.9,31.3,1.2824,103.7545
Central,Pasir Panjang,27/12/2020,0.4,0.4,0.4,0.4,26.8,31.7,24.3,9.6,31.3,1.2824,103.7545
Central,Pasir Panjang,28/12/2020,4,3.8,4.0,4.0,27.4,31.5,25.0,12.5,39.6,1.2824,103.7545
Central,Pasir Panjang,29/12/2020,2.4,1.8,2.2,2.2,26.7,29.8,24.8,7.9,29.8,1.2824,103.7545
Central,Pasir Panjang,30/12/2020,1.8,1.6,1.8,1.8,27.3,30.5,25.5,9.5,35.6,1.2824,103.7545
Central,Pasir Panjang,31/12/2020,0.8,0.4,0.4,0.6,26.7,30.8,24.9,9.7,30.9,1.2824,103.7545
Central,Pasir Panjang,01/01/2021,32.8,7.6,10.8,13.0,24.6,26.2,22.7,12.4,61.1,1.2824,103.7545
Central,Pasir Panjang,02/01/2021,0,0.0,0.0,0.0,27.1,30.2,25.4,14.4,41.9,1.2824,103.7545
Central,Pasir Panjang,03/01/2021,0,0.0,0.0,0.0,28.4,31.9,25.9,10.6,28.5,1.2824,103.7545
Central,Pasir Panjang,04/01/2021,0,0.0,0.0,0.0,30.2,31.9,28.6,20.1,61.1,1.2824,103.7545
Central,Pasir Panjang,05/01/2021,0.2,0.2,0.2,0.2,28.5,31.5,26.4,7.6,37.8,1.2824,103.7545
Central,Pasir Panjang,06/01/2021,0,0.0,0.0,0.0,29.3,31.6,27.6,9.0,69.5,1.2824,103.7545
Central,Pasir Panjang,07/01/2021,0.8,0.8,0.8,0.8,29.2,31.2,28.0,11.1,32.0,1.2824,103.7545
Central,Pasir Panjang,08/01/2021,44.6,25.8,38.8,44.4,28.0,29.9,23.1,11.1,77.4,1.2824,103.7545
Central,Pasir Panjang,09/01/2021,5,2.4,3.0,3.8,27.2,30.0,24.9,20.0,49.3,1.2824,103.7545
Central,Pasir Panjang,10/01/2021,15.2,6.6,7.4,9.2,27.2,29.6,24.3,14.1,65.6,1.2824,103.7545
Central,Pasir Panjang,11/01/2021,10.8,8.8,9.6,10.8,26.6,30.3,24.0,9.1,54.1,1.2824,103.7545
Central,Pasir Panjang,12/01/2021,0,0.0,0.0,0.0,29.8,32.6,27.5,9.1,27.0,1.2824,103.7545
Central,Pasir Panjang,13/01/2021,1.2,0.8,0.8,0.8,25.2,27.3,23.7,11.6,48.5,1.2824,103.7545
Central,Pasir Panjang,14/01/2021,0,0.0,0.0,0.0,26.0,28.7,24.2,11.3,35.2,1.2824,103.7545
Central,Pasir Panjang,15/01/2021,0,0.0,0.0,0.0,27.0,30.7,24.4,10.1,36.3,1.2824,103.7545
Central,Pasir Panjang,16/01/2021,0,0.0,0.0,0.0,27.1,30.6,24.9,11.2,38.5,1.2824,103.7545
Central,Pasir Panjang,17/01/2021,0,0.0,0.0,0.0,27.1,30.7,25.2,16.1,48.5,1.2824,103.7545
Central,Pasir Panjang,18/01/2021,0,0.0,0.0,0.0,26.4,28.4,25.0,17.0,57.2,1.2824,103.7545
Central,Pasir Panjang,19/01/2021,0,0.0,0.0,0.0,26.5,29.4,24.6,13.2,43.9,1.2824,103.7545
Central,Pasir Panjang,20/01/2021,0,0.0,0.0,0.0,26.6,29.9,24.6,11.7,33.2,1.2824,103.7545
Central,Pasir Panjang,21/01/2021,16.4,13.4,16.2,16.2,26.3,30.8,24.6,11.6,41.9,1.2824,103.7545
Central,Pasir Panjang,22/01/2021,0,0.0,0.0,0.2,26.4,30.5,24.4,9.7,27.8,1.2824,103.7545
Central,Pasir Panjang,23/01/2021,15.4,7.8,10.2,10.8,26.0,30.8,24.4,10.7,31.3,1.2824,103.7545
Central,Pasir Panjang,24/01/2021,32.8,24.8,31.4,32.0,26.3,31.7,23.3,10.8,43.9,1.2824,103.7545
Central,Pasir Panjang,25/01/2021,0.2,0.2,0.2,0.2,27.1,31.7,25.0,11.2,33.5,1.2824,103.7545
Central,Pasir Panjang,26/01/2021,0,0.0,0.0,0.0,27.0,31.2,24.8,11.0,31.3,1.2824,103.7545
Central,Pasir Panjang,27/01/2021,2.8,2.8,2.8,2.8,26.9,30.3,24.9,9.6,28.9,1.2824,103.7545
Central,Pasir Panjang,28/01/2021,15,12.8,14.0,14.8,26.2,29.7,23.8,13.2,52.2,1.2824,103.7545
Central,Pasir Panjang,29/01/2021,0,0.0,0.0,0.0,27.0,30.8,24.8,14.1,37.8,1.2824,103.7545
Central,Pasir Panjang,30/01/2021,0,0.0,0.0,0.0,27.0,30.5,24.9,14.8,43.9,1.2824,103.7545
Central,Pasir Panjang,31/01/2021,0,0.0,0.0,0.0,27.0,29.6,24.9,13.1,34.6,1.2824,103.7545
Central,Pasir Panjang,01/02/2021,85.6,9.6,14.2,22.4,23.4,25.0,22.2,14.7,63.3,1.2824,103.7545
Central,Pasir Panjang,02/02/2021,0,0.0,0.0,0.0,27.3,30.2,25.7,15.8,44.6,1.2824,103.7545
Central,Pasir Panjang,03/02/2021,0,0.0,0.0,0.0,28.5,33.8,25.6,12.0,33.5,1.2824,103.7545
Central,Pasir Panjang,04/02/2021,11.4,11.0,11.4,11.4,29.2,32.9,24.8,9.4,35.6,1.2824,103.7545
Central,Pasir Panjang,05/02/2021,0,0.0,0.0,0.2,29.9,33.8,26.6,8.5,29.8,1.2824,103.7545
Central,Pasir Panjang,06/02/2021,2.6,1.4,1.4,1.4,28.9,31.3,27.1,8.6,42.8,1.2824,103.7545
Central,Pasir Panjang,07/02/2021,0,0.0,0.0,0.0,28.9,30.3,28.0,8.7,28.2,1.2824,103.7545
Central,Pasir Panjang,08/02/2021,0,0.0,0.0,0.0,29.1,30.7,27.7,9.5,27.8,1.2824,103.7545
Central,Pasir Panjang,09/02/2021,23,10.8,14.0,17.0,26.0,27.6,23.2,12.8,68.0,1.2824,103.7545
Central,Pasir Panjang,10/02/2021,2.6,2.2,2.6,2.6,26.6,29.1,23.8,8.8,54.4,1.2824,103.7545
Central,Pasir Panjang,11/02/2021,6.2,3.0,4.4,6.0,26.3,30.4,23.9,10.4,51.5,1.2824,103.7545
Central,Pasir Panjang,12/02/2021,3.6,2.6,2.6,2.6,26.7,29.3,23.8,9.6,55.0,1.2824,103.7545
Central,Pasir Panjang,13/02/2021,33.6,14.2,21.4,25.4,26.8,31.5,24.1,12.1,59.4,1.2824,103.7545
Central,Pasir Panjang,14/02/2021,23.2,11.8,16.2,23.2,26.8,30.7,24.7,13.2,37.8,1.2824,103.7545
Central,Pasir Panjang,15/02/2021,0.6,0.6,0.6,0.6,26.8,30.4,24.7,13.8,44.3,1.2824,103.7545
Central,Pasir Panjang,16/02/2021,0,0.0,0.0,0.0,26.9,31.0,24.5,13.1,42.4,1.2824,103.7545
Central,Pasir Panjang,17/02/2021,0,0.0,0.0,0.0,27.1,30.7,24.6,14.8,40.4,1.2824,103.7545
Central,Pasir Panjang,18/02/2021,0,0.0,0.0,0.0,26.9,31.3,24.0,16.5,42.4,1.2824,103.7545
Central,Pasir Panjang,19/02/2021,0,0.0,0.0,0.0,27.0,30.1,24.8,16.9,43.9,1.2824,103.7545
Central,Pasir Panjang,20/02/2021,0,0.0,0.0,0.0,27.1,30.6,25.0,16.8,45.7,1.2824,103.7545
Central,Pasir Panjang,21/02/2021,0,0.0,0.0,0.0,27.1,31.1,24.9,14.4,41.5,1.2824,103.7545
Central,Pasir Panjang,22/02/2021,0,0.0,0.0,0.0,27.3,32.2,24.8,14.9,37.4,1.2824,103.7545
Central,Pasir Panjang,23/02/2021,0,0.0,0.0,0.0,27.1,31.6,24.5,13.2,42.0,1.2824,103.7545
